bookrow_id,bookstoreid,storeid,storenumber,storedisplayname,termid,termname,termnumber,programid,programname,campusid,campusname,department,departmentname,division,divisionname,courseid,coursename,section,sectionname,schoolname,instructor,cmid,mtcid,bookimage,title,edition,author,isbn,materialtype,requirementtype,publisher,publishercode,publisherDate,productcatentryid,copyrightyear,rentpricerdisplay,pricerangedisplay,booklink,store_url,user_guid,course_codes,created_on,last_updated_on
,2874,B00275,,Lipscomb University Campus Store,1000000008345,2022 FALL RNBSN - LU UNDERGRAD,,,,,,1000000368530,CORE,,,1000001930812,CORE-328V,1000002918375,CORE-328V 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978013/46/9780134623115.150.jpg,[RENTAL ONLY] Mastering Public Speaking,10,GRICMAS02,9780134623115,,REQ,,, ,,,$49.95-120days,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008345,2022 FALL RNBSN - LU UNDERGRAD,,,,,,1000000368529,NURB,,,1000001930814,NURB-4043,1000002918380,NURB-4043 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008345,2022 FALL RNBSN - LU UNDERGRAD,,,,,,1000000368529,NURB,,,1000001930811,NURB-4033,1000002918377,NURB-4033 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978013/47/9780134760933.150.jpg,MyLab Nursing for Effective Leadership and Management in Nursing (Access Code),9,SULLIVAN,9780134760933,,REQ,,, ,,,$99.99-720days,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008345,2022 FALL RNBSN - LU UNDERGRAD,,,,,,1000000368529,NURB,,,1000001930810,NURB-4093,1000002918374,NURB-4093 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001918915,PHAE-4064,1000002902440,PHAE-4064 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001935372,PHAE-4174,1000002925869,PHAE-4174 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001930813,PHAE-4474,1000002918376,PHAE-4474 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919258,PHAE-4384,1000002902678,PHAE-4384 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919257,PHAE-4674,1000002902686,PHAE-4674 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919256,PHAE-4204,1000002902680,PHAE-4204 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919255,PHAE-4764,1000002902660,PHAE-4764 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919254,PHAE-4144,1000002902664,PHAE-4144 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919253,PHAE-4604,1000002902673,PHAE-4604 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919252,PHAE-4644,1000002902662,PHAE-4644 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919251,PHAE-4864,1000002902661,PHAE-4864 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919250,PHAE-4834,1000002902672,PHAE-4834 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919249,PHAE-4884,1000002902679,PHAE-4884 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919248,PHAE-4784,1000002902667,PHAE-4784 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919247,PHAE-4244,1000002902668,PHAE-4244 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919246,PHAE-4164,1000002902659,PHAE-4164 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919245,PHAE-4324,1000002902688,PHAE-4324 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919244,PHAE-4494,1000002902684,PHAE-4494 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919243,PHAE-4234,1000002902681,PHAE-4234 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919242,PHAE-4594,1000002902689,PHAE-4594 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919241,PHAE-4564,1000002902671,PHAE-4564 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919240,PHAE-4454,1000002902657,PHAE-4454 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919239,PHAE-4304,1000002902663,PHAE-4304 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919238,PHAE-4744,1000002902669,PHAE-4744 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919237,PHAE-4364,1000002902687,PHAE-4364 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919236,PHAE-4224,1000002902665,PHAE-4224 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919235,PHAE-4434,1000002902666,PHAE-4434 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919234,PHAE-4214,1000002902690,PHAE-4214 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919233,PHAE-4624,1000002902670,PHAE-4624 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919232,PHAE-4614,1000002902683,PHAE-4614 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919231,PHAE-4404,1000002902658,PHAE-4404 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919229,PHAE-4414,1000002902675,PHAE-4414 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919228,PHAE-4264,1000002902677,PHAE-4264 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919227,PHAE-4844,1000002902685,PHAE-4844 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919226,PHAE-4394,1000002902691,PHAE-4394 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919225,PHAE-4314,1000002902682,PHAE-4314 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919224,PHAE-4184,1000002902674,PHAE-4184 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001919223,PHAE-4854,1000002902676,PHAE-4854 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001918921,PHAE-4124,1000002902432,PHAE-4124 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001918920,PHAE-4054,1000002902439,PHAE-4054 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001918919,PHAE-4004,1000002902433,PHAE-4004 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001918918,PHAE-4104,1000002902434,PHAE-4104 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001918917,PHAE-4084,1000002902436,PHAE-4084 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001918916,PHAE-4034,1000002902442,PHAE-4034 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001918914,PHAE-4094,1000002902431,PHAE-4094 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001918913,PHAE-4134,1000002902429,PHAE-4134 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001918912,PHAE-4074,1000002902430,PHAE-4074 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000364934,PHAE,,,1000001918911,PHAE-4014,1000002902441,PHAE-4014 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361188,PHAD,,,1000001904357,PHAD-2432,1000002882203,PHAD-2432 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361188,PHAD,,,1000001904364,PHAD-2111,1000002883146,PHAD-2111 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361188,PHAD,,,1000001904369,PHAD-1000,1000002882190,PHAD-1000 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361188,PHAD,,,1000001904375,PHAD-2423,1000002882139,PHAD-2423 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361188,PHAD,,,1000001904378,PHAD-1111,1000002882170,PHAD-1111 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361188,PHAD,,,1000001904652,PHAD-3232,1000002882357,PHAD-3232 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361188,PHAD,,,1000001904657,PHAD-3111,1000002882353,PHAD-3111 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361188,PHAD,,,1000001905204,PHAD-330V,1000002883147,PHAD-330V 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361187,PHIE,,,1000001904355,PHIE-2511,1000002882163,PHIE-2511 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361187,PHIE,,,1000001904379,PHIE-1511,1000002882159,PHIE-1511 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361187,PHIE,,,1000001904653,PHIE-3511,1000002882362,PHIE-3511 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001918909,PHPR-4904,1000002902437,PHPR-4904 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001904352,PHPR-1002,1000002882140,PHPR-1002 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001904354,PHPR-2422,1000002882177,PHPR-2422 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001904358,PHPR-2903,1000002882213,PHPR-2903 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001904365,PHPR-2312,1000002882151,PHPR-2312 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001904374,PHPR-1622,1000002882149,PHPR-1622 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978149/63/9781496300713.150.jpg,Pharmaceutical Calculations (with Access),15,"Ansel, Howard C.",9781496300713,,REQ,,, ,,, ,$97.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001904770,PHPR-3823,1000002882463,PHPR-3823 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001904771,PHPR-3512,1000002882465,PHPR-3512 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001904772,PHPR-3502,1000002882466,PHPR-3502 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001904773,PHPR-3121,1000002882467,PHPR-3121 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001904774,PHPR-3813,1000002882462,PHPR-3813 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001905200,PHPR-385V,1000002883148,PHPR-385V 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001905201,PHPR-395V,1000002883141,PHPR-395V 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001905202,PHPR-3703,1000002883149,PHPR-3703 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001905205,PHPR-383V,1000002883142,PHPR-383V 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001905206,PHPR-3792,1000002883140,PHPR-3792 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001905207,PHPR-382V,1000002883145,PHPR-382V 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
,2874,B00275,,Lipscomb University Campus Store,1000000008064,2022 FALL - LU PHARM.D,,,,,,1000000361186,PHPR,,,1000001905203,PHPR-392V,1000002883143,PHPR-392V 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:12:27,2022-11-4 16:12:27
