bookrow_id,bookstoreid,storeid,storenumber,storedisplayname,termid,termname,termnumber,programid,programname,campusid,campusname,department,departmentname,division,divisionname,courseid,coursename,section,sectionname,schoolname,instructor,cmid,mtcid,bookimage,title,edition,author,isbn,materialtype,requirementtype,publisher,publishercode,publisherDate,productcatentryid,copyrightyear,rentpricerdisplay,pricerangedisplay,booklink,store_url,user_guid,course_codes,created_on,last_updated_on
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001883884,CM-1113,1000002854798,CM-1113 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978032/19/9780321903587.150.jpg,"Modified Mastering Chemistry with Pearson eText -- Standalone Access Card -- for General Chemistry: Atoms First, 2e",2,"McMurry, Fay",9780321903587,,REQ,,, ,,,$164.27-720days,$178.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001883886,CM-2113,1000002854773,CM-2113 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001888963,CM-4911,1000002862264,CM-4911 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001889078,CM-3313,1000002862458,CM-3313 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978146/41/9781464126116.150.jpg,Lehninger Principles of Biochemistry,7,David L. Nelson,9781464126116,,REQ,,, ,,,$82.99-180days,$329.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001889127,CM-3713,1000002862336,CM-3713 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978019/95/9780199564286.150.jpg,PHYSICAL CHEMISTRY F/LIFE SCIENCES,2,ATKINS,9780199564286,,REQ,,, ,,,$75.00-180days,$217.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001889202,CM-411V,1000002862294,CM-411V 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001889202,CM-411V,1000002862358,CM-411V 02,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001900158,CM-0A70,1000002877307,CM-0A70 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001900160,CM-0A80,1000002877294,CM-0A80 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001900161,CM-0B30,1000002877298,CM-0B30 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001900172,CM-1013L,1000002877304,CM-1013L 01L,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001900172,CM-1013L,1000002877281,CM-1013L 02L,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001900174,CM-0A60,1000002877291,CM-0A60 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001900174,CM-0A60,1000002877289,CM-0A60 02H,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001900175,CM-1024,1000002877292,CM-1024 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001900177,CM-1013,1000002877303,CM-1013 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978126/04/9781260497069.150.jpg,CHEMISTRY IN CONTEXT (LOOSELEAF),10,AM.CHEM.SOC.,9781260497069,,REQ,,, ,,,$67.43-180days,$151.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001900178,CM-0A50,1000002877300,CM-0A50 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356938,CM,,,1000001900179,CM-0A20,1000002877285,CM-0A20 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885906,TH-1513,1000002858010,TH-1513 01L,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978007/35/9780073514161.150.jpg,,5,Cohen,9780073514161,,OPT,,, ,,, ,$159.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885906,TH-1513,1000002858010,TH-1513 01L,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978157/52/9781575250120.150.jpg,,1,"Brestoff, Richard",9781575250120,,REQ,,, ,,, ,$17.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885906,TH-1513,1000002858073,TH-1513 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978007/35/9780073514161.150.jpg,,5,Cohen,9780073514161,,OPT,,, ,,, ,$159.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885906,TH-1513,1000002858073,TH-1513 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978157/52/9781575250120.150.jpg,,1,"Brestoff, Richard",9781575250120,,REQ,,, ,,, ,$17.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885906,TH-1513,1000002858037,TH-1513 02,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978007/35/9780073514161.150.jpg,,5,Cohen,9780073514161,,OPT,,, ,,, ,$159.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885906,TH-1513,1000002858037,TH-1513 02,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978157/52/9781575250120.150.jpg,,1,"Brestoff, Richard",9781575250120,,REQ,,, ,,, ,$17.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885907,TH-2113,1000002858090,TH-2113 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978157/52/9781575252414.150.jpg,,1,"Jory, Jon",9781575252414,,REQ,,, ,,, ,$19.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885907,TH-2113,1000002858067,TH-2113 01L,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001883639,TH-3433,1000002854442,TH-3433 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885870,TH-3013,1000002858088,TH-3013 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978082/30/9780823088393.150.jpg,,,Thudium,9780823088393,,REQ,,, ,,, ,$34.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885879,TH-3053,1000002858023,TH-3053 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978147/86/9781478638155.150.jpg,MAGIC GARMENT,3,CUNNINGHAM,9781478638155,,REQ,,, ,,,$42.48-180days,$79.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885885,TH-4043,1000002858043,TH-4043 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885887,TH-2011,1000002858069,TH-2011 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885889,TH-2501,1000002858001,TH-2501 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885911,TH-3043,1000002858058,TH-3043 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978032/50/9780325006307.150.jpg,,,Mick Napier,9780325006307,,REQ,,, ,,, ,$17.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885911,TH-3043,1000002858058,TH-3043 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978156/60/9781566080033.150.jpg,,1,"Charna Halpern, Close, Kim Howard Johnson",9781566080033,,REQ,,, ,,, ,$17.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885916,TH-2153,1000002858061,TH-2153 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978946/81/9789468139499.150.jpg,,,,9789468139499,,REQ,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885916,TH-2153,1000002858032,TH-2153 02,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978946/81/9789468139499.150.jpg,,,,9789468139499,,REQ,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885917,TH-2453,1000002858076,TH-2453 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978007/33/9780073382227.150.jpg,,7,"Gillette, J. Michael",9780073382227,,REQ,,, ,,, ,$163.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885933,TH-2103,1000002858062,TH-2103 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978074/32/9780743235273.150.jpg,The Creative Habit: Learn It and Use It for Life,1,"Tharp, Twyla",9780743235273,,REQ,,, ,,, ,$19.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885933,TH-2103,1000002858062,TH-2103 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978087/12/9780871271587.150.jpg,,1,Doris Humphrey,9780871271587,,REQ,,, ,,, ,$24.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885946,TH-3203,1000002858075,TH-3203 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001885947,TH-3163,1000002858070,TH-3163 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888544,TH-3501,1000002861711,TH-3501 06,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888544,TH-3501,1000002861680,TH-3501 03,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888544,TH-3501,1000002861703,TH-3501 05,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888544,TH-3501,1000002861669,TH-3501 02,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888544,TH-3501,1000002861704,TH-3501 10,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888544,TH-3501,1000002861662,TH-3501 07,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888544,TH-3501,1000002861696,TH-3501 08,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888544,TH-3501,1000002861675,TH-3501 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888544,TH-3501,1000002861681,TH-3501 04,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888544,TH-3501,1000002861686,TH-3501 09,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888547,TH-1211,1000002861692,TH-1211 03,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888547,TH-1211,1000002861684,TH-1211 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888547,TH-1211,1000002861677,TH-1211 02,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888547,TH-1211,1000002861708,TH-1211 05,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001888547,TH-1211,1000002861705,TH-1211 04,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356937,TH,,,1000001889768,TH-3143,1000002863468,TH-3143 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356908,OSCM,,,1000001883425,OSCM-4103,1000002854032,OSCM-4103 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978125/97/9781259715167.150.jpg,SUPPLY CHAIN LOGISTICS MGMT.(LOOSELEAF),5,BOWERSOX,9781259715167,,REQ,,, ,,,$73.34-180days,$175.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356908,OSCM,,,1000001887579,OSCM-2013,1000002860422,OSCM-2013 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978111/89/9781118950142.150.jpg,The Travels of a T-Shirt in the Global Economy,2,Pietra Rivoli,9781118950142,,REQ,,, ,,,$18.74--1days,$19.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356908,OSCM,,,1000001887579,OSCM-2013,1000002860422,OSCM-2013 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978031/01/9780310107286.150.jpg,Wisdom-Based Business: Applying Biblical Principles and Evidence-Based Research for a Purposeful and Profitable Business,,"Stolze, Hannah J",9780310107286,,REQ,,, ,,,$18.74--1days,$26.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356908,OSCM,,,1000001887611,OSCM-3503,1000002860371,OSCM-3503 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978035/79/9780357938195.150.jpg,,,Cengage Unlimited,9780357938195,,REQ,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356908,OSCM,,,1000001887611,OSCM-3503,1000002860429,OSCM-3503 02,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978035/79/9780357938195.150.jpg,,,Cengage Unlimited,9780357938195,,REQ,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356789,ARCH,,,1000001882549,ARCH-3103,1000002852778,ARCH-3103 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978030/01/9780300160055.150.jpg,Ancient Greece: From Prehistoric to Hellenistic Times,2,Thomas R Martin,9780300160055,,REQ,,, ,,,$21.61-180days,$23.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356789,ARCH,,,1000001882549,ARCH-3103,1000002852778,ARCH-3103 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978030/01/9780300198317.150.jpg,,0,MARTIN,9780300198317,,REQ,,, ,,,$21.61-180days,$17.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356789,ARCH,,,1000001882549,ARCH-3103,1000002852778,ARCH-3103 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978069/12/9780691208015.150.jpg,1177 B.C. : THE YEAR CIVILIZATION COLLAPSED REVISED & UPDATED,0,CLINE,9780691208015,,REQ,,, ,,,$21.61-180days,$16.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356789,ARCH,,,1000001882558,ARCH-2013,1000002852776,ARCH-2013 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978965/22/9789652207036.150.jpg,,,RAINEY,9789652207036,,REQ,,, ,,, ,$59.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356789,ARCH,,,1000001882574,ARCH-2103,1000002852806,ARCH-2103 01,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356788,UBN,,,1000001882546,UBN-4983,1000002852792,UBN-4983 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978019/08/9780190876654.150.jpg,,2,DIXON,9780190876654,,REQ,,, ,,, ,$125.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356788,UBN,,,1000001883408,UBN-3023,,,Lipscomb University,,,,,,,,,,,,, ,,, ,,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
,2874,B00275,,Lipscomb University Campus Store,1000000007816,2022 FALL - LU UNDERGRAD,,,,,,1000000356788,UBN,,,1000001885513,UBN-2113,1000002857288,UBN-2113 01,Lipscomb University,,,,https://tolbookstores-eanims.s3.amazonaws.com/sized/978078/79/9780787982133.150.jpg,,2,"Komives, Susan R. and Lucas, Nance",9780787982133,,REQ,,, ,,, ,$39.99,,https://lipscomb.slingshotedu.com/,,,2022-11-4 16:21:45,2022-11-4 16:21:45
